uuid,time_min_offset,time_max_offset,x,y,z,confidence,Begin File,Begin Time (s),End Time (s),Begin Date Time,Class,Sound type,Confidence,x_m,y_m,z_m,x_err_low_m,x_err_high_m,x_err_span_m,y_err_low_m,y_err_high_m,y_err_span_m,z_err_low_m,z_err_high_m,z_err_span_m,Energy (dB FS),SNR NIST Quick (dB),source_selection_file
AMAR173.4.20220914T013952Z.wav.chan0.Table.1.selections.FS.txt:4517,868.370000000,868.560000000,-0.999999999999998,-0.0599999999999974,-0.359999999999999,0,AMAR173.4.20220914T013952Z.wav,868.370000000,868.560000000,2022/9/14  1:54:20.3700,NA,NA,0,-0.999999999999998,-0.0599999999999974,-0.359999999999999,-1.04,-0.939999999999998,0.1,-0.0799999999999974,-0.0199999999999974,0.0600000000000001,-0.399999999999999,-0.299999999999999,0.1,-8.845,28.74,AMAR173.4.20220914T013952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T013952Z.wav.chan0.Table.1.selections.FS.txt:4536,997.210000000,997.640000000,-0.939999999999998,-0.159999999999997,-0.459999999999999,0,AMAR173.4.20220914T013952Z.wav,997.210000000,997.640000000,2022/9/14  1:56:29.2100,NA,NA,0,-0.939999999999998,-0.159999999999997,-0.459999999999999,-1.28,-0.419999999999998,0.860000000000001,-0.379999999999998,0.0800000000000027,0.46,-0.799999999999999,-0.0799999999999987,0.720000000000001,-8.718,21.39,AMAR173.4.20220914T013952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T013952Z.wav.chan0.Table.1.selections.FS.txt:4618,918.790000000,919.010000000,-0.379999999999998,0.660000000000003,-1.04,0,AMAR173.4.20220914T013952Z.wav,918.790000000,919.010000000,2022/9/14  1:55:10.7900,NA,NA,0,-0.379999999999998,0.660000000000003,-1.04,-0.399999999999998,-0.339999999999998,0.0600000000000001,0.620000000000003,0.700000000000003,0.0800000000000001,-1.08,-0.96,0.12,-19.183,14.93,AMAR173.4.20220914T013952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:16,430.200000000,430.330000000,-0.619999999999998,0.580000000000003,-0.98,0,AMAR173.4.20220914T020952Z.wav,430.200000000,430.330000000,2022/9/14  2:17:02.2000,NA,NA,0,-0.619999999999998,0.580000000000003,-0.98,-0.639999999999998,-0.579999999999998,0.0600000000000001,0.560000000000003,0.620000000000003,0.0600000000000001,-1.02,-0.919999999999999,0.1,-24.627,19.34,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:117,868.360000000,868.500000000,-0.899999999999998,-0.139999999999997,-0.479999999999999,0,AMAR173.4.20220914T020952Z.wav,868.360000000,868.500000000,2022/9/14  2:24:20.3600,NA,NA,0,-0.899999999999998,-0.139999999999997,-0.479999999999999,-1.02,-0.719999999999998,0.3,-0.239999999999998,-0.0399999999999974,0.2,-0.639999999999999,-0.299999999999999,0.34,-8.743,29.20,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:153,896.360000000,896.500000000,-0.959999999999998,-0.0799999999999974,-0.499999999999999,0,AMAR173.4.20220914T020952Z.wav,896.360000000,896.500000000,2022/9/14  2:24:48.3600,NA,NA,0,-0.959999999999998,-0.0799999999999974,-0.499999999999999,-1.1,-0.779999999999998,0.32,-0.179999999999997,0.0200000000000027,0.2,-0.679999999999999,-0.319999999999999,0.36,-8.962,26.90,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:186,890.270000000,890.510000000,-0.999999999999998,-0.0999999999999974,-0.539999999999999,0,AMAR173.4.20220914T020952Z.wav,890.270000000,890.510000000,2022/9/14  2:24:42.2700,NA,NA,0,-0.999999999999998,-0.0999999999999974,-0.539999999999999,-1.1,-0.899999999999998,0.2,-0.159999999999997,-0.0399999999999974,0.12,-0.639999999999999,-0.419999999999999,0.22,-8.653,29.19,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:192,399.310000000,399.430000000,-0.579999999999998,0.500000000000003,-0.739999999999999,0,AMAR173.4.20220914T020952Z.wav,399.310000000,399.430000000,2022/9/14  2:16:31.3100,NA,NA,0,-0.579999999999998,0.500000000000003,-0.739999999999999,-0.779999999999998,-0.399999999999998,0.38,0.300000000000003,0.640000000000003,0.34,-1,-0.419999999999999,0.580000000000001,-25.971,14.19,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:217,808.360000000,808.640000000,-0.939999999999998,-0.119999999999997,-0.499999999999999,0,AMAR173.4.20220914T020952Z.wav,808.360000000,808.640000000,2022/9/14  2:23:20.3600,NA,NA,0,-0.939999999999998,-0.119999999999997,-0.499999999999999,-1.1,-0.739999999999998,0.36,-0.239999999999998,2.66453525910038e-15,0.24,-0.679999999999999,-0.279999999999999,0.4,-8.919,23.76,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:301,805.360000000,805.510000000,-0.939999999999998,-0.119999999999997,-0.479999999999999,0,AMAR173.4.20220914T020952Z.wav,805.360000000,805.510000000,2022/9/14  2:23:17.3600,NA,NA,0,-0.939999999999998,-0.119999999999997,-0.479999999999999,-1.12,-0.719999999999998,0.4,-0.239999999999998,0.0200000000000027,0.26,-0.679999999999999,-0.239999999999999,0.44,-8.883,27.39,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:349,719.130000000,719.180000000,-0.159999999999997,-0.0599999999999974,0.140000000000001,0,AMAR173.4.20220914T020952Z.wav,719.130000000,719.180000000,2022/9/14  2:21:51.1300,NA,NA,0,-0.159999999999997,-0.0599999999999974,0.140000000000001,-0.459999999999998,0.0800000000000027,0.54,-0.339999999999998,0.200000000000003,0.54,-0.199999999999999,0.460000000000002,0.660000000000001,-39.165,13.70,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:364,889.370000000,889.520000000,-0.899999999999998,-0.159999999999997,-0.519999999999999,0,AMAR173.4.20220914T020952Z.wav,889.370000000,889.520000000,2022/9/14  2:24:41.3700,NA,NA,0,-0.899999999999998,-0.159999999999997,-0.519999999999999,-1.14,-0.639999999999998,0.5,-0.319999999999998,2.66453525910038e-15,0.32,-0.779999999999999,-0.219999999999999,0.56,-8.778,29.13,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:367,1739.080000000,1739.240000000,-0.0199999999999974,0.840000000000003,-0.98,0,AMAR173.4.20220914T020952Z.wav,1739.080000000,1739.240000000,2022/9/14  2:38:51.0800,NA,NA,0,-0.0199999999999974,0.840000000000003,-0.98,-0.0599999999999974,0.0200000000000027,0.0800000000000001,0.780000000000003,0.900000000000003,0.12,-1.02,-0.899999999999999,0.12,-25.237,13.77,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:378,770.230000000,770.490000000,-0.759999999999998,-0.379999999999998,-1.5,0,AMAR173.4.20220914T020952Z.wav,770.230000000,770.490000000,2022/9/14  2:22:42.2300,NA,NA,0,-0.759999999999998,-0.379999999999998,-1.5,-1.26,0.400000000000003,1.66,-0.739999999999998,2.66453525910038e-15,0.740000000000001,-1.5,-1.22,0.28,-8.988,28.78,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:404,861.370000000,861.570000000,-0.959999999999998,-0.0799999999999974,-0.499999999999999,0,AMAR173.4.20220914T020952Z.wav,861.370000000,861.570000000,2022/9/14  2:24:13.3700,NA,NA,0,-0.959999999999998,-0.0799999999999974,-0.499999999999999,-1.08,-0.819999999999998,0.26,-0.139999999999997,0.0200000000000027,0.16,-0.639999999999999,-0.339999999999999,0.3,-8.961,29.44,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:420,424.190000000,424.300000000,-0.399999999999998,0.800000000000003,-0.96,0,AMAR173.4.20220914T020952Z.wav,424.190000000,424.300000000,2022/9/14  2:16:56.1900,NA,NA,0,-0.399999999999998,0.800000000000003,-0.96,-0.419999999999998,-0.339999999999998,0.0800000000000001,0.760000000000003,0.860000000000003,0.1,-1.02,-0.879999999999999,0.14,-28.180,16.68,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:427,386.000000000,386.110000000,-0.779999999999998,0.760000000000003,-1.02,0,AMAR173.4.20220914T020952Z.wav,386.000000000,386.110000000,2022/9/14  2:16:18.0000,NA,NA,0,-0.779999999999998,0.760000000000003,-1.02,-0.819999999999998,-0.679999999999998,0.14,0.680000000000003,0.840000000000003,0.16,-1.12,-0.879999999999999,0.24,-28.643,17.55,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:503,430.490000000,430.850000000,-0.679999999999998,0.600000000000003,-0.819999999999999,0,AMAR173.4.20220914T020952Z.wav,430.490000000,430.850000000,2022/9/14  2:17:02.4900,NA,NA,0,-0.679999999999998,0.600000000000003,-0.819999999999999,-0.719999999999998,-0.639999999999998,0.0800000000000001,0.580000000000003,0.660000000000003,0.0800000000000001,-0.879999999999999,-0.739999999999999,0.14,-19.958,12.93,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:526,1732.940000000,1733.060000000,-0.0399999999999974,0.840000000000003,-1.1,0,AMAR173.4.20220914T020952Z.wav,1732.940000000,1733.060000000,2022/9/14  2:38:44.9400,NA,NA,0,-0.0399999999999974,0.840000000000003,-1.1,-0.0599999999999974,0.0200000000000027,0.0800000000000001,0.800000000000003,0.880000000000003,0.0800000000000001,-1.14,-1.06,0.0800000000000001,-25.081,14.18,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:532,1035.280000000,1035.520000000,-0.999999999999998,-0.0799999999999974,-0.399999999999999,0,AMAR173.4.20220914T020952Z.wav,1035.280000000,1035.520000000,2022/9/14  2:27:07.2800,NA,NA,0,-0.999999999999998,-0.0799999999999974,-0.399999999999999,-1.04,-0.939999999999998,0.1,-0.0999999999999974,-0.0399999999999974,0.0600000000000001,-0.439999999999999,-0.319999999999999,0.12,-8.779,27.30,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:539,887.350000000,887.570000000,-0.919999999999998,-0.0999999999999974,-0.519999999999999,0,AMAR173.4.20220914T020952Z.wav,887.350000000,887.570000000,2022/9/14  2:24:39.3500,NA,NA,0,-0.919999999999998,-0.0999999999999974,-0.519999999999999,-1.06,-0.759999999999998,0.3,-0.199999999999998,2.66453525910038e-15,0.2,-0.679999999999999,-0.319999999999999,0.36,-8.934,27.27,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:588,771.320000000,771.570000000,-0.979999999999998,-0.0599999999999974,-0.479999999999999,0,AMAR173.4.20220914T020952Z.wav,771.320000000,771.570000000,2022/9/14  2:22:43.3200,NA,NA,0,-0.979999999999998,-0.0599999999999974,-0.479999999999999,-1.1,-0.859999999999998,0.24,-0.119999999999997,0.0400000000000027,0.16,-0.599999999999999,-0.319999999999999,0.28,-8.808,25.26,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:644,1487.420000000,1487.530000000,-0.0999999999999974,-0.119999999999997,0.140000000000001,0,AMAR173.4.20220914T020952Z.wav,1487.420000000,1487.530000000,2022/9/14  2:34:39.4200,NA,NA,0,-0.0999999999999974,-0.119999999999997,0.140000000000001,-0.399999999999998,0.220000000000003,0.620000000000001,-0.439999999999998,0.200000000000003,0.640000000000001,-0.439999999999999,0.520000000000002,0.960000000000001,-33.657,13.63,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:663,972.360000000,972.510000000,-0.899999999999998,-0.139999999999997,-0.519999999999999,0,AMAR173.4.20220914T020952Z.wav,972.360000000,972.510000000,2022/9/14  2:26:04.3600,NA,NA,0,-0.899999999999998,-0.139999999999997,-0.519999999999999,-1.1,-0.659999999999998,0.44,-0.279999999999998,2.66453525910038e-15,0.28,-0.759999999999999,-0.279999999999999,0.48,-8.837,27.57,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:683,634.540000000,634.880000000,-0.319999999999998,-0.659999999999998,-0.619999999999999,0,AMAR173.4.20220914T020952Z.wav,634.540000000,634.880000000,2022/9/14  2:20:26.5400,NA,NA,0,-0.319999999999998,-0.659999999999998,-0.619999999999999,-0.539999999999998,-0.0999999999999974,0.44,-0.959999999999998,-0.339999999999998,0.620000000000001,-0.98,-0.239999999999999,0.740000000000001,-22.397,20.81,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:684,478.350000000,478.590000000,0.300000000000003,0.900000000000003,-0.94,0,AMAR173.4.20220914T020952Z.wav,478.350000000,478.590000000,2022/9/14  2:17:50.3500,NA,NA,0,0.300000000000003,0.900000000000003,-0.94,0.240000000000003,0.360000000000003,0.12,0.840000000000003,0.960000000000004,0.12,-1,-0.859999999999999,0.14,-25.427,14.94,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:785,1094.770000000,1094.920000000,-0.839999999999998,-0.0399999999999974,-0.859999999999999,0,AMAR173.4.20220914T020952Z.wav,1094.770000000,1094.920000000,2022/9/14  2:28:06.7700,NA,NA,0,-0.839999999999998,-0.0399999999999974,-0.859999999999999,-0.879999999999998,-0.759999999999998,0.12,-0.0799999999999974,2.66453525910038e-15,0.0800000000000001,-0.919999999999999,-0.779999999999999,0.14,-23.337,18.68,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:851,900.360000000,900.620000000,-0.919999999999998,-0.119999999999997,-0.479999999999999,0,AMAR173.4.20220914T020952Z.wav,900.360000000,900.620000000,2022/9/14  2:24:52.3600,NA,NA,0,-0.919999999999998,-0.119999999999997,-0.479999999999999,-1.06,-0.779999999999998,0.28,-0.199999999999998,2.66453525910038e-15,0.2,-0.619999999999999,-0.299999999999999,0.32,-8.623,25.95,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:854,767.300000000,767.520000000,-0.959999999999998,-0.0799999999999974,-0.519999999999999,0,AMAR173.4.20220914T020952Z.wav,767.300000000,767.520000000,2022/9/14  2:22:39.3000,NA,NA,0,-0.959999999999998,-0.0799999999999974,-0.519999999999999,-1.06,-0.819999999999998,0.24,-0.139999999999997,2.66453525910038e-15,0.14,-0.639999999999999,-0.379999999999999,0.26,-8.833,28.77,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:949,827.320000000,827.500000000,-0.939999999999998,-0.0999999999999974,-0.479999999999999,0,AMAR173.4.20220914T020952Z.wav,827.320000000,827.500000000,2022/9/14  2:23:39.3200,NA,NA,0,-0.939999999999998,-0.0999999999999974,-0.479999999999999,-1.04,-0.819999999999998,0.22,-0.159999999999997,-0.0199999999999974,0.14,-0.599999999999999,-0.339999999999999,0.26,-8.953,29.48,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:951,670.430000000,671.000000000,0.360000000000003,0.600000000000003,-0.98,0,AMAR173.4.20220914T020952Z.wav,670.430000000,671.000000000,2022/9/14  2:21:02.4300,NA,NA,0,0.360000000000003,0.600000000000003,-0.98,0.340000000000003,0.400000000000003,0.0600000000000001,0.580000000000003,0.640000000000003,0.0600000000000001,-1,-0.94,0.0600000000000001,-14.198,15.39,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:982,842.350000000,842.500000000,-0.999999999999998,-0.0599999999999974,-0.439999999999999,0,AMAR173.4.20220914T020952Z.wav,842.350000000,842.500000000,2022/9/14  2:23:54.3500,NA,NA,0,-0.999999999999998,-0.0599999999999974,-0.439999999999999,-1.12,-0.859999999999998,0.26,-0.139999999999997,0.0200000000000027,0.16,-0.599999999999999,-0.279999999999999,0.32,-8.946,26.88,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:994,77.830000000,77.900000000,-0.879999999999998,-0.879999999999998,0.140000000000001,0,AMAR173.4.20220914T020952Z.wav,77.830000000,77.900000000,2022/9/14  2:11:09.8300,NA,NA,0,-0.879999999999998,-0.879999999999998,0.140000000000001,-0.999999999999998,-0.719999999999998,0.28,-0.999999999999998,-0.699999999999998,0.3,0.0200000000000014,0.240000000000002,0.22,-41.869,12.65,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:1089,926.360000000,926.630000000,-0.939999999999998,-0.0999999999999974,-0.499999999999999,0,AMAR173.4.20220914T020952Z.wav,926.360000000,926.630000000,2022/9/14  2:25:18.3600,NA,NA,0,-0.939999999999998,-0.0999999999999974,-0.499999999999999,-1.06,-0.779999999999998,0.28,-0.179999999999997,2.66453525910038e-15,0.18,-0.659999999999999,-0.319999999999999,0.34,-8.686,27.38,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:1102,1059.720000000,1059.840000000,-0.679999999999998,0.700000000000003,-0.279999999999999,0,AMAR173.4.20220914T020952Z.wav,1059.720000000,1059.840000000,2022/9/14  2:27:31.7200,NA,NA,0,-0.679999999999998,0.700000000000003,-0.279999999999999,-1.04,0.300000000000003,1.34,-0.0799999999999974,1.18,1.26,-0.699999999999999,0.100000000000001,0.800000000000001,-34.186,13.99,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:1187,424.340000000,424.570000000,-0.619999999999998,0.640000000000003,-0.899999999999999,0,AMAR173.4.20220914T020952Z.wav,424.340000000,424.570000000,2022/9/14  2:16:56.3400,NA,NA,0,-0.619999999999998,0.640000000000003,-0.899999999999999,-0.619999999999998,-0.579999999999998,0.04,0.620000000000003,0.660000000000003,0.04,-0.919999999999999,-0.859999999999999,0.0600000000000001,-22.441,15.57,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:1251,1732.280000000,1732.410000000,-0.0199999999999974,0.800000000000003,-1.06,0,AMAR173.4.20220914T020952Z.wav,1732.280000000,1732.410000000,2022/9/14  2:38:44.2800,NA,NA,0,-0.0199999999999974,0.800000000000003,-1.06,-0.0399999999999974,0.0400000000000027,0.0800000000000001,0.760000000000003,0.840000000000003,0.0800000000000001,-1.1,-1,0.1,-23.971,21.07,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:1255,397.890000000,398.490000000,-0.199999999999998,0.700000000000003,-0.94,0,AMAR173.4.20220914T020952Z.wav,397.890000000,398.490000000,2022/9/14  2:16:29.8900,NA,NA,0,-0.199999999999998,0.700000000000003,-0.94,-0.219999999999998,-0.179999999999997,0.04,0.680000000000003,0.740000000000003,0.0600000000000001,-0.96,-0.879999999999999,0.0800000000000001,-16.775,14.84,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:1267,1736.230000000,1736.480000000,-0.0999999999999974,0.800000000000003,-0.899999999999999,0,AMAR173.4.20220914T020952Z.wav,1736.230000000,1736.480000000,2022/9/14  2:38:48.2300,NA,NA,0,-0.0999999999999974,0.800000000000003,-0.899999999999999,-0.139999999999997,-0.0199999999999974,0.12,0.740000000000003,0.880000000000003,0.14,-0.96,-0.799999999999999,0.16,-20.565,16.96,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:1332,873.160000000,873.530000000,-0.959999999999998,-0.0999999999999974,-0.479999999999999,0,AMAR173.4.20220914T020952Z.wav,873.160000000,873.530000000,2022/9/14  2:24:25.1600,NA,NA,0,-0.959999999999998,-0.0999999999999974,-0.479999999999999,-1.1,-0.779999999999998,0.32,-0.199999999999998,2.66453525910038e-15,0.2,-0.639999999999999,-0.299999999999999,0.34,-8.436,26.41,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:1492,785.290000000,785.520000000,-0.959999999999998,-0.0999999999999974,-0.519999999999999,0,AMAR173.4.20220914T020952Z.wav,785.290000000,785.520000000,2022/9/14  2:22:57.2900,NA,NA,0,-0.959999999999998,-0.0999999999999974,-0.519999999999999,-1.1,-0.799999999999998,0.3,-0.199999999999998,2.66453525910038e-15,0.2,-0.679999999999999,-0.339999999999999,0.34,-8.941,28.22,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:1503,963.370000000,963.650000000,-0.879999999999998,-0.179999999999997,-0.519999999999999,0,AMAR173.4.20220914T020952Z.wav,963.370000000,963.650000000,2022/9/14  2:25:55.3700,NA,NA,0,-0.879999999999998,-0.179999999999997,-0.519999999999999,-1.2,-0.459999999999998,0.740000000000001,-0.399999999999998,0.0400000000000027,0.44,-0.879999999999999,-0.139999999999999,0.740000000000001,-8.695,25.55,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:1610,977.360000000,977.610000000,-0.919999999999998,-0.119999999999997,-0.479999999999999,0,AMAR173.4.20220914T020952Z.wav,977.360000000,977.610000000,2022/9/14  2:26:09.3600,NA,NA,0,-0.919999999999998,-0.119999999999997,-0.479999999999999,-1.04,-0.799999999999998,0.24,-0.179999999999997,-0.0199999999999974,0.16,-0.599999999999999,-0.319999999999999,0.28,-8.915,28.36,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:1621,407.760000000,407.830000000,-0.299999999999998,-0.279999999999998,-1.16,0,AMAR173.4.20220914T020952Z.wav,407.760000000,407.830000000,2022/9/14  2:16:39.7600,NA,NA,0,-0.299999999999998,-0.279999999999998,-1.16,-0.579999999999998,0.0200000000000027,0.600000000000001,-0.559999999999998,0.0400000000000027,0.600000000000001,-1.44,-0.819999999999999,0.620000000000001,-38.837,14.01,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:1651,840.280000000,840.540000000,-0.959999999999998,-0.0799999999999974,-0.519999999999999,0,AMAR173.4.20220914T020952Z.wav,840.280000000,840.540000000,2022/9/14  2:23:52.2800,NA,NA,0,-0.959999999999998,-0.0799999999999974,-0.519999999999999,-1.06,-0.819999999999998,0.24,-0.139999999999997,0.0200000000000027,0.16,-0.659999999999999,-0.379999999999999,0.28,-8.796,26.93,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:1680,1004.310000000,1004.560000000,-0.959999999999998,-0.0999999999999974,-0.539999999999999,0,AMAR173.4.20220914T020952Z.wav,1004.310000000,1004.560000000,2022/9/14  2:26:36.3100,NA,NA,0,-0.959999999999998,-0.0999999999999974,-0.539999999999999,-1.08,-0.819999999999998,0.26,-0.179999999999997,-0.0199999999999974,0.16,-0.679999999999999,-0.379999999999999,0.3,-8.656,23.85,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:1681,706.390000000,706.600000000,0.220000000000003,0.980000000000004,-0.539999999999999,0,AMAR173.4.20220914T020952Z.wav,706.390000000,706.600000000,2022/9/14  2:21:38.3900,NA,NA,0,0.220000000000003,0.980000000000004,-0.539999999999999,0.0400000000000027,0.440000000000003,0.4,0.800000000000003,1.16,0.36,-0.759999999999999,-0.299999999999999,0.46,-22.761,15.76,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:1702,766.300000000,766.620000000,-0.919999999999998,-0.119999999999997,-0.519999999999999,0,AMAR173.4.20220914T020952Z.wav,766.300000000,766.620000000,2022/9/14  2:22:38.3000,NA,NA,0,-0.919999999999998,-0.119999999999997,-0.519999999999999,-1.04,-0.739999999999998,0.3,-0.219999999999998,-0.0199999999999974,0.2,-0.679999999999999,-0.339999999999999,0.34,-8.835,29.74,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:1708,1512.640000000,1512.760000000,-0.279999999999998,0.960000000000004,-0.819999999999999,0,AMAR173.4.20220914T020952Z.wav,1512.640000000,1512.760000000,2022/9/14  2:35:04.6400,NA,NA,0,-0.279999999999998,0.960000000000004,-0.819999999999999,-0.359999999999998,-0.159999999999997,0.2,0.800000000000003,1.1,0.3,-0.96,-0.619999999999999,0.34,-26.094,13.27,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt:1877,402.530000000,402.720000000,-0.0599999999999974,0.620000000000003,-1.02,0,AMAR173.4.20220914T020952Z.wav,402.530000000,402.720000000,2022/9/14  2:16:34.5300,NA,NA,0,-0.0599999999999974,0.620000000000003,-1.02,-0.0799999999999974,-0.0199999999999974,0.0600000000000001,0.600000000000003,0.660000000000003,0.0600000000000001,-1.04,-0.98,0.0600000000000001,-21.890,16.15,AMAR173.4.20220914T020952Z.wav.chan0.Table.1.selections.FS.txt
