Selection,View,Channel,Begin Time (s),End Time (s),Delta Time (s),Low Freq (Hz),High Freq (Hz),Begin Path,File Offset (s),Begin File,Agg Entropy (bits),Avg Amp (U),Avg Entropy (bits),Avg Power Density (dB FS/Hz),BW 50% (Hz),BW 90% (Hz),Begin Clock Time,Begin Date,Begin Date Time,Beg File Samp (samples),Begin Hour,Begin Sample (samples),Center Freq (Hz),Center Time (s),Center Time Rel.,Delta Freq (Hz),Delta Power (dB/Hz),Dur 50% (s),Dur 90% (s),End Clock Time,End Date,End File,End File Samp (samples),End Path,End Sample (samples),Energy (dB FS),F-RMS Amp (U),Freq 25% (Hz),Freq 5% (Hz),Freq 75% (Hz),Freq 95% (Hz),Freq Contour  5% (Hz),Freq Contour 25% (Hz),Freq Contour 50% (Hz),Freq Contour 75% (Hz),Freq Contour 95% (Hz),Inband Power (dB FS),Length (frames),Leq (dB FS),Max Amp (U),Max Bearing (deg),Max Entropy (bits),Max Freq (Hz),Max Time (s),Min Amp (U),Min Entropy (bits),Min Time (s),Peak Amp (U),Peak Corr (U),Peak Freq (Hz),Peak Freq Contour (Hz),PFC Avg Slope (Hz/ms),PFC Max Freq (Hz),PFC Max Slope (Hz/ms),PFC Min Freq (Hz),PFC Min Slope (Hz/ms),PFC Num Inf Pts,PFC Slope (Hz/ms),Peak Lag (s),Peak Power Density (dB FS/Hz),Peak Time (s),Peak Time Relative,RMS Amp (U),SEL (dB FS),SNR NIST Quick (dB),Sample Length (samples),Time 25% (s),Time 25% Rel.,Time 5% (s),Time 5% Rel.,Time 75% (s),Time 75% Rel.,Time 95% (s),Time 95% Rel.,Class,Sound type,Software,Confidence,x_m,y_m,z_m,x_err_low_m,x_err_high_m,x_err_span_m,y_err_low_m,y_err_high_m,y_err_span_m,z_err_low_m,z_err_high_m,z_err_span_m,tdoa_sec,tdoa_errors_std_sec,best_freq_band_hz,corr_val,selec.file,s,t,n,source_selection_file,a,Edits
1099,Spectrogram 1,1,559.53,559.68,0.15,468.75,1281.25,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T003710Z.wav,559.53,AMAR173.4.20220821T003710Z.wav,6.253,,5.824,-74.77,234.375,656.25,0:46:29.5300,2022/8/21,2022/8/21  0:46:29.5300,17904960.0,0.0,17904960.0,796.875,559.616,0.5,812.5,,0.064,0.128,0:46:29.6800,2022/8/21,AMAR173.4.20220821T003710Z.wav,17909760.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T003710Z.wav,17909759.0,-17.463,,640.625,515.625,875.0,1171.875,507.812;515.625;515.625;492.188,617.188;640.625;640.625;687.500,820.312;820.312;734.375;773.438,968.750;875.000;859.375;796.875,1195.312;1140.625;1156.250;1195.312,-54.56,5.0,,,,6.148,820.312,559.616,,5.394,,,,820.312,828.125;820.312;734.375;796.875,-0.326,828.125,1.953,734.375,-2.686,1.0,-0.244;-2.686;1.953,,-64.52,559.616,0.5,,,13.41,4800.0,559.584,0.25,559.552,0.0,559.648,0.75,559.68,1.0,,,BlobDetector,0.0,0.700000000000003,-0.439999999999998,-0.739999999999999,0.500000000000003,0.880000000000003,0.38,-0.619999999999998,-0.279999999999998,0.34,-0.96,-0.419999999999999,0.54,[ 0.000502  0.000472 -0.000484  0.000487  0.000616],0.0001292701025616,"[875.0, 1078.125]",[0.53027586 0.64058474 0.66922838 0.6830869  0.77628255],AMAR173.4.20220821T003710Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220821T003710Z.wav.chan0.Table.1.selections.FS.txt,,
1218,Spectrogram 1,1,614.42,614.51,0.09,0.0,62.5,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T003710Z.wav,614.42,AMAR173.4.20220821T003710Z.wav,1.181,,1.166,-51.04,7.812,7.812,0:47:24.4200,2022/8/21,2022/8/21  0:47:24.4200,19661440.0,0.0,19661440.0,0.0,614.464,0.5,62.5,,0.064,0.064,0:47:24.5100,2022/8/21,AMAR173.4.20220821T003710Z.wav,19664320.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T003710Z.wav,19664320.0,-6.625,,0.0,0.0,7.812,7.812,0.000;0.000,0.000;0.000,0.000;0.000,7.812;7.812,7.812;7.812,-41.5,3.0,,,,1.267,0.0,614.464,,1.059,,,,0.0,0.000;0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.000,,-43.72,614.464,0.5,,,29.54,2881.0,614.432,0.0,614.432,0.0,614.496,1.0,614.496,1.0,,,BlobDetector,0.0,0.700000000000003,0.740000000000003,-1.5,0.300000000000003,1.16,0.860000000000001,0.320000000000003,1.2,0.880000000000001,-1.5,-1.24,0.26,[1.50e-05 7.03e-04 1.40e-05 1.00e-06 4.00e-06],0.0002090688184359,"[0.0, 62.5]",[0.96605302 0.88306749 0.92800907 0.92147373 0.77626829],AMAR173.4.20220821T003710Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220821T003710Z.wav.chan0.Table.1.selections.FS.txt,,
1258,Spectrogram 1,1,570.65,570.7,0.05,0.0,85.938,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T003710Z.wav,570.65,AMAR173.4.20220821T003710Z.wav,2.826,,2.478,-61.02,46.875,78.125,0:46:40.6500,2022/8/21,2022/8/21  0:46:40.6500,18260800.0,0.0,18260800.0,62.5,570.688,1.0,85.938,,0.032,0.032,0:46:40.7000,2022/8/21,AMAR173.4.20220821T003710Z.wav,18262400.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T003710Z.wav,18262400.0,-17.115,,39.062,7.812,85.938,85.938,7.812,39.062,62.500,85.938,85.938,-50.23,2.0,,,,2.892,85.938,570.688,,2.063,,,,85.938,85.938,,85.938,0.0,85.938,1.7976931348623157e+308,0.0,,,-53.81,570.688,1.0,,,14.47,1601.0,570.656,0.0,570.656,0.0,570.688,1.0,570.688,1.0,,,BlobDetector,0.0,0.620000000000003,0.640000000000003,-1.5,-0.0399999999999974,1.28,1.32,-0.0599999999999974,1.3,1.36,-1.5,-1.12,0.38,[ 1.13e-04  3.62e-04  0.00e+00  5.00e-06 -3.00e-06],0.0002598532326331,"[0.0, 85.9375]",[0.9429868  0.94072681 0.98092998 0.95994144 0.93940766],AMAR173.4.20220821T003710Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220821T003710Z.wav.chan0.Table.1.selections.FS.txt,,
1294,Spectrogram 1,1,1705.59,1705.65,0.06,414.062,671.875,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T003710Z.wav,1705.59,AMAR173.4.20220821T003710Z.wav,4.311,,4.215,-71.89,62.5,179.688,1:05:35.5900,2022/8/21,2022/8/21  1:05:35.5900,54578880.0,1.0,54578880.0,523.438,1705.632,1.0,257.812,,0.032,0.032,1:05:35.6500,2022/8/21,AMAR173.4.20220821T003710Z.wav,54580800.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T003710Z.wav,54580800.0,-23.464,,500.0,453.125,562.5,632.812,453.125,500.000,523.438,562.500,632.812,-56.58,2.0,,,,4.365,523.438,1705.632,,4.065,,,,523.438,523.438,,523.438,0.0,523.438,1.7976931348623157e+308,0.0,,,-63.67,1705.632,1.0,,,11.59,1921.0,1705.6,0.0,1705.6,0.0,1705.632,1.0,1705.632,1.0,,,BlobDetector,0.0,0.560000000000003,-0.519999999999998,-0.479999999999999,-0.679999999999998,1.2,1.88,-1.04,0.280000000000003,1.32,-1.0,0.140000000000001,1.14,[ 0.000793  0.000619 -0.00049   0.000645  0.001162],0.0003616994406079,"[414.0625, 671.875]",[0.69704862 0.86376135 0.71764325 0.77525735 0.86281775],AMAR173.4.20220821T003710Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220821T003710Z.wav.chan0.Table.1.selections.FS.txt,,
1322,Spectrogram 1,1,322.62,322.69,0.07,492.188,546.875,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T003710Z.wav,322.62,AMAR173.4.20220821T003710Z.wav,2.693,,2.529,-69.93,15.625,54.688,0:42:32.6200,2022/8/21,2022/8/21  0:42:32.6200,10323840.0,0.0,10323840.0,515.625,322.688,1.0,54.688,,0.032,0.064,0:42:32.6900,2022/8/21,AMAR173.4.20220821T003710Z.wav,10326080.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T003710Z.wav,10326080.0,-26.029,,507.812,492.188,523.438,546.875,492.188;500.000;492.188,515.625;507.812;507.812,515.625;515.625;515.625,523.438;523.438;523.438,546.875;546.875;546.875,-60.9,3.0,,,,2.752,515.625,322.688,,2.341,,,,515.625,515.625;515.625;515.625,0.0,515.625,0.0,515.625,0.0,0.0,0.000;0.000,,-63.78,322.688,1.0,,,8.6,2241.0,322.656,0.5,322.624,0.0,322.688,1.0,322.688,1.0,,,BlobDetector,0.0,0.340000000000003,-0.359999999999998,-0.359999999999999,-0.0599999999999974,0.660000000000003,0.720000000000001,-0.679999999999998,0.0200000000000027,0.700000000000001,-0.779999999999999,0.0400000000000014,0.820000000000001,[ 0.000794  0.000691 -0.000141  0.000698  0.00124 ],0.0003346152295527,"[492.1875, 546.875]",[0.97418221 0.92678172 0.99150547 0.96925448 0.96747026],AMAR173.4.20220821T003710Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220821T003710Z.wav.chan0.Table.1.selections.FS.txt,,
1691,Spectrogram 1,1,681.28,681.32,0.04,0.0,70.312,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T003710Z.wav,681.28,AMAR173.4.20220821T003710Z.wav,2.788,,2.788,-62.13,54.688,70.312,0:48:31.2800,2022/8/21,2022/8/21  0:48:31.2800,21800960.0,0.0,21800960.0,39.062,681.312,,70.312,,0.0,0.0,0:48:31.3200,2022/8/21,AMAR173.4.20220821T003710Z.wav,21802240.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T003710Z.wav,21802240.0,-22.024,,0.0,0.0,54.688,70.312,,,,,,-52.13,1.0,,,,2.788,0.0,681.312,,2.788,,,,0.0,,,0.0,0.0,1.7976931348623157e+308,1.7976931348623157e+308,0.0,,,-58.12,681.312,,,,14.62,1281.0,681.312,,681.312,,681.312,,681.312,,,,BlobDetector,0.0,0.680000000000003,0.720000000000003,-1.5,0.240000000000003,1.16,0.920000000000001,0.260000000000003,1.2,0.940000000000001,-1.5,-1.24,0.26,[0.00e+00 6.83e-04 1.20e-05 0.00e+00 0.00e+00],0.0002174554699821,"[0.0, 70.3125]",[0.97843284 0.7814679  0.87645303 0.99011633 0.99048889],AMAR173.4.20220821T003710Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220821T003710Z.wav.chan0.Table.1.selections.FS.txt,,
1731,Spectrogram 1,1,149.84,149.9,0.06,445.312,632.812,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T003710Z.wav,149.84,AMAR173.4.20220821T003710Z.wav,4.09,,3.891,-74.91,70.312,164.062,0:39:39.8400,2022/8/21,2022/8/21  0:39:39.8400,4794880.0,0.0,4794880.0,546.875,149.888,1.0,187.5,,0.032,0.032,0:39:39.9000,2022/8/21,AMAR173.4.20220821T003710Z.wav,4796800.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T003710Z.wav,4796800.0,-27.822,,523.438,468.75,593.75,632.812,468.750,523.438,546.875,593.750,632.812,-60.94,2.0,,,,4.183,546.875,149.856,,3.598,,,,546.875,546.875,,546.875,0.0,546.875,1.7976931348623157e+308,0.0,,,-67.39,149.856,0.0,,,11.39,1921.0,149.856,0.0,149.856,0.0,149.888,1.0,149.888,1.0,,,BlobDetector,0.0,0.480000000000003,-0.439999999999998,-0.379999999999999,-0.799999999999998,1.0,1.8,-0.919999999999998,0.120000000000003,1.04,-0.899999999999999,0.180000000000001,1.08,[ 0.000875  0.000656 -0.00034   0.000694  0.001183],0.0003679106294545,"[445.3125, 632.8125]",[0.70825968 0.59658254 0.61611176 0.67637211 0.71666643],AMAR173.4.20220821T003710Z.wav.chan0.Table.1.selections.txt,,,end,AMAR173.4.20220821T003710Z.wav.chan0.Table.1.selections.FS.txt,,
52,Spectrogram 1,1,107.43,107.47,0.04,328.125,437.5,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T010710Z.wav,107.43,AMAR173.4.20220821T010710Z.wav,3.135,,3.135,-70.82,23.438,78.125,1:08:57.4300,2022/8/21,2022/8/21  1:08:57.4300,3437760.0,1.0,3437760.0,382.812,107.456,,109.375,,0.0,0.0,1:08:57.4700,2022/8/21,AMAR173.4.20220821T010710Z.wav,3439040.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T010710Z.wav,3439040.0,-28.957,,367.188,343.75,390.625,421.875,,,,,,-59.06,1.0,,,,3.135,382.812,107.456,,3.135,,,,382.812,,,0.0,0.0,179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,0.0,,,-63.97,107.456,,,,15.22,1281.0,107.456,,107.456,,107.456,,107.456,,,,BlobDetector,0.0,-0.0799999999999974,-0.339999999999998,-0.219999999999999,-0.579999999999998,0.360000000000003,0.940000000000001,-0.859999999999998,0.160000000000003,1.02,-0.899999999999999,0.340000000000002,1.24,[0.000715 0.000394 0.000234 0.000564 0.001682],0.0004501890163808,"[328.125, 437.5]",[0.89022734 0.80970656 0.51428006 0.74386797 0.72019056],AMAR173.4.20220821T010710Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220821T010710Z.wav.chan0.Table.1.selections.FS.txt,,
237,Spectrogram 1,1,1556.59,1556.71,0.12,70.312,867.188,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T010710Z.wav,1556.59,AMAR173.4.20220821T010710Z.wav,6.021,,5.658,-65.64,265.625,476.562,1:33:06.5900,2022/8/21,2022/8/21  1:33:06.5900,49810880.0,1.0,49810880.0,328.125,1556.672,0.6667,796.875,,0.0,0.096,1:33:06.7100,2022/8/21,AMAR173.4.20220821T010710Z.wav,49814720.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T010710Z.wav,49814720.0,-9.386,,164.062,109.375,429.688,585.938,85.938;125.000;140.625;101.562,148.438;187.500;195.312;156.250,234.375;335.938;335.938;328.125,515.625;421.875;421.875;429.688,695.312;570.312;539.062;585.938,-45.51,4.0,,,,5.882,148.438,1556.672,,5.311,,,,148.438,148.438;148.438;148.438;148.438,0.0,148.438,0.0,148.438,0.000,0.0,0.000;0.000;0.000,,-54.71,1556.672,0.6667,,,17.12,3841.0,1556.672,0.6667,1556.608,0.0,1556.672,0.6667,1556.704,1.0,,,BlobDetector,0.0,-0.879999999999998,0.980000000000004,-1.26,-0.919999999999998,-0.799999999999998,0.12,0.900000000000003,1.08,0.18,-1.34,-1.12,0.22,[ 6.30e-05  4.35e-04  4.48e-04 -8.94e-04  5.24e-04],3.20456400159257e-05,"[70.3125, 867.1875]",[0.84068567 0.8622859  0.8216023  0.87278723 0.70141053],AMAR173.4.20220821T010710Z.wav.chan0.Table.1.selections.txt,f,d,,AMAR173.4.20220821T010710Z.wav.chan0.Table.1.selections.FS.txt,,
535,Spectrogram 1,1,544.14,544.23,0.09,0.0,140.625,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T010710Z.wav,544.14,AMAR173.4.20220821T010710Z.wav,2.762,,2.631,-57.62,39.062,93.75,1:16:14.1400,2022/8/21,2022/8/21  1:16:14.1400,17412480.0,1.0,17412480.0,7.812,544.192,0.5,140.625,,0.064,0.064,1:16:14.2300,2022/8/21,AMAR173.4.20220821T010710Z.wav,17415360.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T010710Z.wav,17415360.0,-9.953,,0.0,0.0,39.062,93.75,0.000;0.000,0.000;0.000,7.812;7.812,23.438;46.875,93.750;93.750,-44.83,3.0,,,,3.04,0.0,544.192,,2.392,,,,0.0,0.000;0.000,0.0,0.0,0.0,0.000,0.000,0.0,0.000,,-48.64,544.192,0.5,,,16.76,2881.0,544.16,0.0,544.16,0.0,544.224,1.0,544.224,1.0,,,BlobDetector,0.0,0.400000000000003,0.200000000000003,0.260000000000002,0.220000000000003,0.580000000000003,0.36,0.0400000000000027,0.400000000000003,0.36,0.0400000000000014,0.480000000000002,0.44,[0.00125  0.001009 0.000723 0.001062 0.000211],0.0002184569493034,"[0.0, 140.625]",[0.52058206 0.61896786 0.7181501  0.62648717 0.74407682],AMAR173.4.20220821T010710Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220821T010710Z.wav.chan0.Table.1.selections.FS.txt,,
650,Spectrogram 1,1,584.18,584.22,0.04,343.75,398.438,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T010710Z.wav,584.18,AMAR173.4.20220821T010710Z.wav,2.359,,2.359,-75.91,7.812,39.062,1:16:54.1800,2022/8/21,2022/8/21  1:16:54.1800,18693760.0,1.0,18693760.0,382.812,584.192,,54.688,,0.0,0.0,1:16:54.2200,2022/8/21,AMAR173.4.20220821T010710Z.wav,18695040.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T010710Z.wav,18695040.0,-36.781,,382.812,359.375,390.625,398.438,,,,,,-66.88,1.0,,,,2.359,390.625,584.192,,2.359,,,,390.625,,,0.0,0.0,179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,0.0,,,-71.64,584.192,,,,15.54,1281.0,584.192,,584.192,,584.192,,584.192,,,,BlobDetector,0.0,-0.119999999999997,-0.359999999999998,-0.719999999999999,-0.859999999999998,0.560000000000003,1.42,-1.16,0.620000000000003,1.78,-1.28,0.0200000000000014,1.3,[ 2.560e-04  4.480e-04 -7.100e-05  1.330e-04  1.711e-03],0.0004848571408556,"[343.75, 398.4375]",[0.87664471 0.94589248 0.95185445 0.87436495 0.74207095],AMAR173.4.20220821T010710Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220821T010710Z.wav.chan0.Table.1.selections.FS.txt,,
815,Spectrogram 1,1,539.65,539.86,0.21,406.25,1085.938,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T010710Z.wav,539.65,AMAR173.4.20220821T010710Z.wav,5.885,,5.501,-69.11,179.688,484.375,1:16:09.6500,2022/8/21,2022/8/21  1:16:09.6500,17268800.0,1.0,17268800.0,671.875,539.776,0.6,679.688,,0.096,0.16,1:16:09.8600,2022/8/21,AMAR173.4.20220821T010710Z.wav,17275520.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T010710Z.wav,17275520.0,-11.782,,578.125,468.75,757.812,953.125,437.500;460.938;468.750;468.750;492.188,585.938;585.938;578.125;585.938;562.500,679.688;687.500;679.688;632.812;671.875,757.812;757.812;773.438;757.812;750.000,953.125;976.562;992.188;960.938;914.062,-49.67,6.0,,,,5.602,593.75,539.808,,5.253,,,,593.75,585.938;585.938;679.688;593.750;593.750,0.061,679.688,2.93,585.938,-2.686,1.0,0.000;2.930;-2.686;0.000,,-58.36,539.808,0.8,,,13.1,6721.0,539.712,0.2,539.68,0.0,539.808,0.8,539.84,1.0,,,BlobDetector,0.0,0.260000000000003,0.160000000000003,-0.439999999999999,0.100000000000003,0.420000000000003,0.32,2.66453525910038e-15,0.320000000000003,0.32,-0.599999999999999,-0.319999999999999,0.28,[0.00064  0.000593 0.000481 0.000572 0.000495],0.0001216365964652,"[859.375, 1085.9375]",[0.67580223 0.82832224 0.72586952 0.67058158 0.62406355],AMAR173.4.20220821T010710Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220821T010710Z.wav.chan0.Table.1.selections.FS.txt,,
892,Spectrogram 1,1,1521.08,1521.14,0.06,398.438,593.75,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T010710Z.wav,1521.08,AMAR173.4.20220821T010710Z.wav,3.416,,3.328,-71.3,31.25,78.125,1:32:31.0800,2022/8/21,2022/8/21  1:32:31.0800,48674560.0,1.0,48674560.0,546.875,1521.12,1.0,195.312,,0.032,0.032,1:32:31.1400,2022/8/21,AMAR173.4.20220821T010710Z.wav,48676480.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T010710Z.wav,48676480.0,-24.037,,523.438,492.188,554.688,570.312,492.188,523.438,546.875,554.688,570.312,-57.15,2.0,,,,3.621,546.875,1521.12,,3.034,,,,546.875,546.875,,546.875,0.0,546.875,179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,0.0,,,-61.54,1521.12,1.0,,,16.87,1921.0,1521.088,0.0,1521.088,0.0,1521.12,1.0,1521.12,1.0,,,BlobDetector,0.0,0.480000000000003,-0.439999999999998,-0.479999999999999,-0.779999999999998,1.0,1.78,-0.899999999999998,0.160000000000003,1.06,-1.0,0.0800000000000014,1.08,[ 0.000804  0.000648 -0.00038   0.000609  0.001183],0.0003594380596505,"[398.4375, 593.75]",[0.61826841 0.77611915 0.75387236 0.84590098 0.7647662 ],AMAR173.4.20220821T010710Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220821T010710Z.wav.chan0.Table.1.selections.FS.txt,,
1173,Spectrogram 1,1,1317.72,1317.8,0.08,0.0,132.812,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T010710Z.wav,1317.72,AMAR173.4.20220821T010710Z.wav,2.637,,2.559,-58.21,39.062,93.75,1:29:07.7200,2022/8/21,2022/8/21  1:29:07.7200,42167040.0,1.0,42167040.0,7.812,1317.76,0.5,132.812,,0.064,0.064,1:29:07.8000,2022/8/21,AMAR173.4.20220821T010710Z.wav,42169600.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T010710Z.wav,42169600.0,-10.781,,0.0,0.0,39.062,93.75,0.000;0.000;0.000,0.000;0.000;0.000,7.812;7.812;7.812,39.062;7.812;31.250,93.750;85.938;101.562,-45.65,3.0,,,,2.691,0.0,1317.792,,2.35,,,,0.0,0.000;0.000;0.000,0.0,0.0,0.0,0.000,0.000,0.0,0.000;0.000,,-48.8,1317.792,1.0,,,13.64,2561.0,1317.728,0.0,1317.728,0.0,1317.792,1.0,1317.792,1.0,,,BlobDetector,0.0,0.420000000000003,0.660000000000003,0.100000000000001,-0.0999999999999974,0.920000000000003,1.02,0.0200000000000027,1.22,1.2,-0.699999999999999,0.720000000000002,1.42,[1.453e-03 7.860e-04 5.480e-04 3.450e-04 5.000e-05],0.0002881793377825,"[0.0, 132.8125]",[0.75095504 0.78058757 0.767497   0.69513028 0.79547878],AMAR173.4.20220821T010710Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220821T010710Z.wav.chan0.Table.1.selections.FS.txt,,
1323,Spectrogram 1,1,1600.06,1600.15,0.09,0.0,54.688,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T010710Z.wav,1600.06,AMAR173.4.20220821T010710Z.wav,2.686,,2.57,-64.94,39.062,54.688,1:33:50.0600,2022/8/21,2022/8/21  1:33:50.0600,51201920.0,1.0,51201920.0,39.062,1600.096,0.5,54.688,,0.064,0.064,1:33:50.1500,2022/8/21,AMAR173.4.20220821T010710Z.wav,51204800.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220821T010710Z.wav,51204800.0,-21.035,,7.812,0.0,46.875,54.688,0.000;0.000;0.000,7.812;7.812;31.250,31.250;31.250;46.875,46.875;46.875;54.688,54.688;54.688;54.688,-55.91,3.0,,,,2.814,46.875,1600.128,,2.386,,,,46.875,0.000;0.000;46.875,0.732,46.875,1.465,0.000,0.000,0.0,0.000;1.465,,-59.55,1600.128,1.0,,,9.31,2881.0,1600.064,0.0,1600.064,0.0,1600.128,1.0,1600.128,1.0,,,BlobDetector,0.0,-0.359999999999998,-0.0799999999999974,-1.0,-0.499999999999998,-0.219999999999998,0.28,-0.199999999999998,0.0600000000000027,0.26,-1.18,-0.799999999999999,0.38,[0.       0.000222 0.000217 0.       0.000682],0.0001165061271971,"[0.0, 54.6875]",[0.96075353 0.96436457 0.95209501 0.94095232 0.863026  ],AMAR173.4.20220821T010710Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220821T010710Z.wav.chan0.Table.1.selections.FS.txt,,
